category,screen,object,property,en,es,suggested_es,suggestion_from,similarity,internal_id
<HMI runtime>,ProductList,Text_list_entry_44,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zIpgClylww/P4llcwVbIRsmDL1GeyCddbtnfP9q8Ux8XFMwsPq+SlGUDInfCddNPYqHMESVf/K9o4m0HQ/D/nXg==
<HMI runtime>,ProductList,Text_list_entry_48,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z2qqFSfDxI/C8H5VkEu4EhLISV8zS36OutzUpdKp9E/RZl1nmER7eIAXup4Y7lREMUK89+XThYAhB4rGPsyj9dQ==
<HMI runtime>,ProductList,Text_list_entry_47,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zC2gqaHI/n62DDTDuX19wQMTr37Ko0Y9E2M6Cy5dPsOPkO1ZFhhaPT6AgLySGFLwsoDeloF5+yS1v0GNfr4hnyg==
<HMI runtime>,ProductList,Text_list_entry_38,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zME/nxyfFIoK1iIsqqLlL+FRdIGFFUF4roPosy7GJ9dzoupucfPAH2w5A6GdL8Vw6bwOljpMONzhO/9e3rMotjA==
<HMI runtime>,ProductList,Text_list_entry_40,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zx51FkHIdyzHWz3BDUbOxPAZ8tYCo4wAYTU5Ti1McUaCpxcv84ymgyHXvU60MFk9rf9DQ4+R4/rXffO/Bby/2RA==
<HMI runtime>,ProductList,Text_list_entry_28,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z7HwbLGhzGWNTvkkMOj1q/uthU9LBw4ftfPzMsKDP0sPhwzI3Y3G5HU3xi6+FHZ+B5hrZfGyZEbAQOKvs46gkwA==
<HMI runtime>,ProductList,Text_list_entry_26,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zIhYvcPAMHjwKUMozcPCRIAbx3xhFTR4tD8igyQUWwxe4vUcbFS5NOuVqNFEmVwAcJ63ioS4LvVye6I4MvLkvVQ==
<HMI runtime>,ProductList,Text_list_entry_1,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zyWRENuCfvbziApGMFLFJL4bK2nUBqXXxe3NZ1cNIPct2eXyQjxYpP0F6idvwVHDLIVvwQDsC0Cx9mKyKOcBYlQ==
<HMI runtime>,ProductList,Text_list_entry_6,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zX0j+QbmMCkolkMDqxbJ5iGT9dmjBjuVe/cK0k1yiwNuTDpRWAHOC0pKvfG1Xow9L8FZv9hBQq3qgZwNZLkNTgQ==
<HMI runtime>,ProductList,Text_list_entry_7,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z8G/uL23wz6ztr/RvZDUcO+2Zc0n4XRuR7KASoW/9UFd9UpweiZDPrvb8pn+Xm1Ww+7axkkIvd6jUryVHKx6+hw==
<HMI runtime>,ProductList,Text_list_entry_8,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zmRtdu53W0KxiAkDhqG8lz4kQ61y1udzvy424Z5OA+Fo/VAtGl8SM7OSbIBSzOXfnFGQ2iAKvARFIySq2rVm6nQ==
<HMI runtime>,ProductList,Text_list_entry_9,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zB/DolLqkALM21bucEpXg0T/MDUhVENqqsuB6aOkMrF/mSiXEzhtzM9Cquhl4z1BGB0CsSzLKabedeRctU6UB/w==
<HMI runtime>,ProductList,Text_list_entry_10,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zaO+E16/i6UgaCnhcLb8tntcYMY5/6f9/vqDF34SpS14KIErLpvOiD3496PmFlG3BSzvwkHuRf4xbZ+ScGm5N+w==
<HMI runtime>,ProductList,Text_list_entry_11,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zQVOEV1Oxl2R7/YZ/k3KbLMi+z2KQUVA34HnssfNvqna9QmZGxPiKeMDrqUSCxu32JaPmVV7cqVdEmpgsUWLEJw==
<HMI runtime>,ProductList,Text_list_entry_12,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z51VhkgnuqUA3OoDNQinzSU9HJCBkGh+3Rqjl3EVonpUm2n0D7+9kB0U/G3JGD2JVQXLsN09TzWuJ4z0goYcpSA==
<HMI runtime>,ProductList,Text_list_entry_13,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5ziKyMpL9PcInl6mGG5t13/E0scFYVcBKqu6mrZAU+4O65DwLw1SiyrLGnwDonOc3uxSBQrrjvjxA/jRmJf/aXKw==
<HMI runtime>,ProductList,Text_list_entry_14,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zC/ymIuJbVwOt1zjJB7G8LHoTKZLgH89JgoTTFzLaCTljRVxehIP4JHJya5ME9XwyfwTVCBZdARIP69T8I8tsfA==
<HMI runtime>,ProductList,Text_list_entry_15,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zTCXv+1CHgKM8kK9Rn41D8O2Z3HQydc58TB/xUL8m0i9AZpzREsXJg1XjJ3bg0D5QiPVPo3t6i+JT0Bgfz2AcWA==
<HMI runtime>,ProductList,Text_list_entry_16,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zCppK+c29SHzCmgA12dqtXXdTkSJ3OHFtqJNIhDUnjAuwco583JSN7KFeSaV21i/WnbVB3RTZSzeJbYm46z7nyw==
<HMI runtime>,ProductList,Text_list_entry_17,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zy60H+JwHV4D8Xgap0JRUg2u/QoJAKCvkhKaN5h+hHGNfDQJVDMtNO1l/DmvWcgoe+ML03P2GiwYHk82yEP7plw==
<HMI runtime>,ProductList,Text_list_entry_18,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zPJH3wLdQrohm0cMjdgNtYAJMtJhCFYkxCqTXLmMr/13ePRGySSHtJ0q4ieu/Sk07f0XZNvHg0KxKynQ31neHNQ==
<HMI runtime>,ProductList,Text_list_entry_19,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zoC3uZDwLgj1VUs2d9Vqn1MuUeS0En/isFKAYcC0EkIkRgABrM0/MfswoaRyVNC7l69u+i2cT/W5hR0/vNlELBw==
<HMI runtime>,ProductList,Text_list_entry_20,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z/4P+fMHfPq9qh0aqKP3DhQJlygltunKQtmdf6HNI3GzRVl+A2t1vy7tZduYl6EenRyOdc6/L5JgIi4Xz5BUoRg==
<HMI runtime>,ProductList,Text_list_entry_21,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zbGCsav8O6McZ2RLXcWJOTfj0m7dDM7CVFi69TUK6yrqlXN78paZpnm+AzcwVSA7bohM/l+daZyN6b/53SFIBNw==
<HMI runtime>,ProductList,Text_list_entry_22,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zmD56yLUvB5mfeGv0n8GvjSrvbmM931m6Fpbcoi9G2MqNl5aC5Mqjb/eLGhXy5ttRE+ZBLUNQqLPmYzBtI5xIwg==
<HMI runtime>,ProductList,Text_list_entry_23,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zpzQwuKIMfyXvrej03ZO8aM/iArCNbQ0yOnvLtA4l9nBcWgOlndR+rNiVk6/YB4/Y+HpwipvAEfbfpzh027L+nw==
<HMI runtime>,ProductList,Text_list_entry_29,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z37H3A4BdAQgT6d17T+r5Isoophel03SPKzFufTXxjnYUGmtZnhhPQH9Opj6YH50KI9MRvvjJRxOJUqT9mMygNQ==
<HMI runtime>,ProductList,Text_list_entry_30,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5ztLxDhjnif3K5pKKy2UDbxHFvU2orBcqyNuzHBeza6Bs6rfTl2oUuVcATMlLggHgq41B7P7nRkv0wQVFiGS/pWA==
<HMI runtime>,ProductList,Text_list_entry_27,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z2DG1vmJRIVY+8EVlhGOQATbUj9NCbaeNzH5OwfOFzOOthiuq4lSV7ze0w5lhlNRtsWFyek721thqN7ncmzkbOA==
<HMI runtime>,ProductList,Text_list_entry_24,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zRxENAB7TuaRXvvSpuwTa+ypOEaUIcj3pJQs6frF2cY2wRqr1oQWfU/QMYb2iO5qlvjVq0TsaDNuzkze0p5iUmA==
<HMI runtime>,ProductList,Text_list_entry_32,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zX4CV8iSO0i9SrlvPs8VEBuTyQ3ZmnMajPPlBH6q1IXKBI+9FdFQ3/OcuENMlSWUUdUCSa3skdGziZFR2gdVkvA==
<HMI runtime>,ProductList,Text_list_entry_35,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zZ0uE3nXqgK05Fo+fLYNkFJjZo9SmRycPyCcHdRi73CWytmY71gW3CV8Kd99+7LgiMoZByC5+pS0uIjlaR+C0/Q==
<HMI runtime>,ProductList,Text_list_entry_31,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zzSdhpQTfhZs4hSwjvtCbWF6Z8WXNfudIwKwn+4OKLjUOg+wejJxFsypFFInRXloOHuYFKyw0rD14+OZGxlkgSA==
<HMI runtime>,ProductList,Text_list_entry_34,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zqHEKJA6d/bHMldcSYXDfGCA7zNrSGEBViVE9WL+5tegp5UW9pHpdXWix67FLDF6ACwVrMPhMx7Lm9Gig47KOyQ==
<HMI runtime>,ProductList,Text_list_entry_36,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zHt7xy0LVYeR1hz0HqysP8GNRSyMNTZz8sXKMZCLaHYDQVssrjkRozBpBvTk2QOkZiWp2IANAJ4T8ruNkWwdryw==
<HMI runtime>,ProductList,Text_list_entry_25,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zttc2NO8b99clniPaVKmA0sP9Msah3tAepMN3aLqmGPnE7UDe4TEeww77cd04O/f05mymQZzPVBHE7NML3zjkww==
<HMI runtime>,ProductList,Text_list_entry_39,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zR3d8Ss4PzXlPHJ8WhDj+RI76WoOaDMDZTiDGEL2neop6D6wbqVIO3sr+zO67FLQowf/Ron1vmnQSmGAlxQ1doQ==
<HMI runtime>,ProductList,Text_list_entry_37,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zZ7RyyViOUAr/wFVZUoISkbGUsVRkFFZmHx2YiFdR/i1Szu2RNZuCLFesFCmd67Vc7DeUorIxSQZZPyshxca1eg==
<HMI runtime>,ProductList,Text_list_entry_33,Text,Product_5 50x50,Product_5 50x50,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z3hb3kZKFVGVgwc1I/MR4rRRvY7HjmPNgYGvMAWpJYSmkPX70mLErsSkFn9Xqjnop8arYM7FgRVX3aN5W6THUYQ==
<HMI runtime>,TextList_ScreenNames,Text_list_entry_1,Text,Screen_1,Screen_1,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zleF4Ezb1h4F+y5hazv3l1opxRSA6ADsDG3xHcFrWvODIEXBMzDJ+rsCXsViIqrXtvsoq5D8+6K+vYq+OtGH12A==
<HMI runtime>,TextList_ScreenNames,Text_list_entry_2,Text,Screen_2,Screen_2,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5z20Ad/x6nJP6cTephBNVYdTEGQehse2ngVKHkVkLjEOMSietWWENhGUR8xuHKHES46VuelqgX9+19pUu1urg2aw==
<HMI runtime>,TextList_ScreenNames,Text_list_entry_3,Text,Screen_3,Screen_3,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zF8MRomMWO1PGWVQtomVanXm0a1Z6jsw5SNs9aaC30TcuI34X1felkrANrLdas6rUNr03pgw29x3auv47nrJXzQ==
<HMI comment>,User administration,Enable remote control,Comment,Activates remote authorization for the use of client-server scenarios.,Activates remote authorization for the use of client-server scenarios.,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPd40e1Q1DWEcmnQ5nraFM+2sFezgjT0+c/0gsgfVk54K/fSIC9RA3wkZnX7j3adBhiafQRKKehqN0o34jdW0ooJQzVh24w2tohPkiSJzk4FPX4bWGN5guPjBOWVKXHF+qNIPx4r/MEY57QzzfB9OJXMVX7z2n/tYnzdq75xzloBjJvXCz7pTMkGZUR/Exz70lM=
<HMI comment>,User administration,Administrator,Comment,The user 'Administrator' is assigned to the 'Administrator' group.,The user 'Administrator' is assigned to the 'Administrator' group.,,,,n/fiIMPodCJHUZtr3ddTszBEeIWAgtikKuKlhseZxdqrRtsmxLK+9M6S1UsgtILTpWDoZLIRIN0FDzcSJSsDAimdAddl6Q4U5yoxYgDk0rYFzEElj6855inznkKy0gcQDVyDtW4LF/HTp4POE9dId4mOCZE2JLEBs62LeGnSlPcKM1DgmCvcMKs331bq9y5zoMOxF5G7B9lmtD2t7HxSbolMjITkCamOZt7jyKytqmG9ysdhAVIi3OAMsAz7nvfgawTx7w+KznuAD4fPvmwPomx7s/O5qh2zJSvkjfMkZxELb7JgzPrKiOqfrVWAosDuF8shitO563R/8EwCuEhk+AA4QVuYO8XgSt0b+k+R4HQ=
